dataset_size(num_bacthes),total_jobs,epochs_per_job,total_epochs,total_batches_processed,total_samples_processed,toal_time(sec),total_time(hours),total_throughput(samples/sec),total_throughput(bacthes/sec),potential_throughput(samples/sec),potential_throughput(bacthes/sec),compute_cost,max_number_of_cached_bacthes,max_cache_size_gb,avg_number_of_cached_bacthes,avg_cache_size_gb,cache_hits,cache_misses,cache_cost,total_cost
20000,4,1,4,80000,20480000,10142.922918610162,2.817478588502823,1009.5709180821914,0.0616193187306025,3246.300699416564,0.19813847042337426,34.485937923274555,6368,248.352,3184.151875,124.181923125,60000,20000,43.82188942149916,78.30782734477371
